index,true_label,pred_label,margin,entropy,logit_c0,logit_c1,logit_c2,logit_c3,logit_c4,logit_c5,logit_c6,logit_c7,logit_c8,logit_c9,logit_c10,logit_c11,logit_c12,logit_c13,logit_c14,logit_c15
1663,15,12,0.0348517,1.3708001,-5.184308,-8.029626,-6.8460894,-3.7259278,-5.824641,-3.685526,0.8458332,-0.84882563,1.8607985,0.90019906,-4.0334105,5.8134217,8.327903,6.7699127,7.8942575,8.223547
1664,15,12,0.067043394,1.379579,-5.1707535,-8.484387,-6.9265594,-3.9244576,-5.8458786,-3.6261973,0.8120364,-0.7555826,2.1930513,1.3175322,-3.8496928,6.207258,8.274172,6.468679,7.5882506,8.080787
1665,15,15,0.4027856,1.1037362,-5.145287,-8.86268,-7.0290365,-4.3469515,-5.7194514,-3.707072,0.005539149,-0.7540169,2.1732981,1.8862302,-3.146377,7.261274,7.9464607,6.2803497,5.9154415,9.014196
1666,15,15,0.27639735,1.1595589,-5.1436024,-8.695794,-7.0049753,-4.1959753,-5.7329516,-3.809961,0.07960445,-0.8077185,2.0460777,1.6283842,-3.3997037,7.0001903,8.272207,6.5562487,6.2172227,8.96035
1667,15,15,0.121888995,1.2436435,-5.165983,-8.400602,-6.89263,-4.2089815,-5.712672,-3.726495,-0.08764434,-0.8756782,1.7355299,1.585448,-3.2828503,7.1202602,8.439751,6.7251363,6.214346,8.743596
1668,15,12,0.35412863,1.1641649,-5.1533084,-8.497346,-6.9052515,-4.04729,-5.801976,-3.839563,0.39653403,-0.8937387,2.047162,1.5770884,-3.8004804,6.6097016,8.984411,6.6663876,6.804287,8.060204
1669,15,12,0.2684342,1.2486534,-5.1506534,-8.852759,-6.9115124,-3.8144023,-5.938168,-3.733948,1.1072122,-0.6938934,2.7189283,1.3095384,-4.0743537,5.9239435,8.573698,5.75245,7.7126417,7.7946377
1670,15,15,0.14554086,1.1688124,-5.142153,-8.48435,-6.9212627,-3.9271526,-5.7994666,-3.8771417,0.24476182,-0.88613003,1.9895867,1.2095824,-3.7095308,6.4326735,8.573521,6.619954,6.7768316,8.919577
1671,15,12,0.26083845,1.2299588,-5.201199,-7.3668623,-6.5933857,-3.8145857,-5.784402,-3.7107813,-0.08367917,-1.1681085,0.9992582,0.8643962,-3.5823689,6.412721,9.034201,7.241087,7.108054,8.353915
1672,15,15,0.019506693,1.491189,-5.227805,-7.09365,-6.6111526,-3.9851105,-5.8277197,-3.3477027,0.4596352,-1.2109425,0.88416636,0.76453197,-3.644896,6.1177115,8.063852,7.895018,7.87543,8.13706
1673,15,14,0.39697608,1.0056555,-5.279636,-6.485796,-5.977879,-3.562468,-5.8733797,-2.8813372,1.7339075,-1.1243418,1.3379414,0.32473662,-4.4264646,5.049965,7.9023013,6.704704,8.87805,5.9877353
1674,15,14,0.14553836,1.163464,-5.27843,-5.8576517,-6.1070404,-3.5889494,-5.7763186,-3.297606,0.9918996,-1.5289116,0.39489996,0.48860466,-4.2949,5.3592057,8.679656,8.044055,9.050581,6.01667
1675,15,13,0.15216699,1.3040633,-5.2832685,-5.821822,-6.2159624,-4.081824,-5.7623873,-3.2651348,0.10328576,-1.615772,-0.20290318,0.74682844,-3.5523863,6.5637174,8.547852,8.966973,8.025249,6.7727637
1676,15,13,0.12212002,1.2919124,-5.302434,-4.870077,-5.9912753,-3.7274532,-5.658198,-3.304286,0.08759943,-1.7986887,-0.75971866,0.14175731,-3.7508678,6.173222,8.564549,8.905386,8.167927,6.6990666
1677,15,12,0.166053,1.293494,-5.318755,-4.7914953,-5.9002457,-3.575315,-5.6689167,-3.2182357,-0.011333257,-1.7652365,-0.78378785,0.15361625,-3.6636329,6.142153,8.783027,8.292858,8.195055,6.415737
1678,15,13,0.35106903,1.2908725,-5.3184195,-4.615931,-5.9605575,-3.8373315,-5.549413,-3.1330585,-0.014508009,-1.803524,-0.96091974,-0.06485617,-3.4943786,6.378852,7.8844147,8.991315,7.877405,7.2441516
1679,15,13,0.26229346,1.3142285,-5.3763103,-3.2570071,-5.709468,-3.717998,-5.221139,-2.6443527,-0.10669321,-1.8650804,-1.6665416,-0.7684677,-3.2259521,6.346663,6.7312684,8.513167,7.058818,7.7729816
1680,15,15,0.09879607,1.3521003,-5.363938,-3.2738788,-5.805154,-3.726682,-5.222892,-3.0169268,-0.5394931,-1.8219622,-1.8338163,-0.85315865,-2.9925482,6.55407,6.881128,8.1882305,7.039929,8.45453
1681,15,15,0.3133983,1.3725129,-5.3498063,-3.750536,-5.9563494,-3.6186442,-5.2745333,-3.232683,-0.86514854,-1.729616,-1.650276,-0.6704756,-2.7770357,6.5115643,7.3562865,7.3618264,7.5876083,8.615526
1682,15,15,0.43421718,1.2512243,-5.3306265,-4.3514304,-6.1005173,-3.6801257,-5.358705,-3.4110746,-0.85927725,-1.6087202,-1.3227854,-0.42820817,-2.8006134,6.5045357,7.4041076,7.492753,7.565972,8.993205
1683,15,15,0.4021346,1.2453809,-5.3125963,-4.839417,-6.2228384,-3.5756772,-5.4494925,-3.4621427,-0.80171806,-1.4973805,-0.97353077,-0.22571853,-2.904162,6.329703,7.7710514,7.2523394,7.6536303,9.024797
1684,15,15,0.22965617,1.2833612,-5.320376,-4.616065,-6.191182,-3.2539418,-5.4079685,-3.4103904,-0.7094351,-1.5096824,-0.9714355,-0.49095058,-3.122515,5.8665953,8.125374,6.7715893,7.8486576,8.783206
1685,15,15,0.43197024,1.124298,-5.304639,-4.895134,-6.2759004,-3.3094256,-5.449401,-3.571962,-0.73476875,-1.4524584,-0.820322,-0.46332303,-3.1214492,5.907442,8.01383,6.8453484,7.7540164,9.248374
1690,15,15,0.42123508,1.1675668,-5.257416,-5.71947,-6.4572654,-3.740152,-5.574419,-3.6775222,-0.23771203,-1.4227353,-0.35667002,-0.05997151,-3.427731,6.1785574,7.7873874,8.168028,7.444345,9.393601
1691,15,15,0.41377717,1.1984749,-5.2677255,-5.5615835,-6.385268,-3.798586,-5.584722,-3.6340685,-0.42032033,-1.4744809,-0.52728146,-0.06707132,-3.23991,6.3453197,7.8066893,8.105425,7.470461,9.338349
1695,15,15,0.39880985,1.3017135,-5.334285,-4.5463448,-6.227565,-3.7825265,-5.3272624,-3.3747118,-0.95911646,-1.476403,-1.2804089,-0.06360251,-2.663332,6.7528596,7.4110365,7.5770497,7.3455534,8.887145
1696,15,15,0.22320928,1.4995654,-5.3676143,-4.065974,-6.062237,-3.7714195,-5.1351237,-3.026421,-1.174454,-1.4987224,-1.6009966,0.08655763,-2.3528366,6.843872,7.2194,7.2204165,7.3205857,8.141742
1697,15,15,0.37190682,1.343334,-5.3513203,-4.6022687,-6.097884,-3.9294105,-5.206645,-3.0953803,-1.3240823,-1.3646543,-1.3145473,0.49155158,-2.0906298,6.9759836,6.7285666,7.270627,7.0000215,8.500976
1700,15,15,0.46477228,1.2285342,-5.3729143,-2.9522047,-5.8708715,-3.5352747,-4.982457,-2.9761364,-1.0900886,-1.6708567,-2.0745113,-0.83488756,-2.448811,6.551567,6.5921173,6.7903023,7.0198,8.532269
1701,15,15,0.33968735,1.3837126,-5.380207,-2.78318,-5.817979,-3.569705,-5.000822,-2.9285011,-1.0420889,-1.7752297,-2.1892009,-0.9203481,-2.5274084,6.670109,6.8117924,6.941144,7.133131,8.280785
1702,15,15,0.2959255,1.3275045,-5.351508,-3.036986,-5.8646765,-3.319112,-5.158531,-3.1466699,-0.74036264,-1.8225226,-1.9312758,-1.2051519,-2.9969933,6.09334,7.365936,6.952053,7.642892,8.542801
1703,15,15,0.39102274,1.2494351,-5.3229485,-3.7251282,-5.967878,-3.396214,-5.3299193,-3.3811355,-0.55126745,-1.7681576,-1.5267208,-1.0490758,-3.2082915,5.9708667,7.5239353,7.4283466,7.723016,8.946897
1704,15,15,0.3197049,1.2652496,-5.3143277,-4.636334,-6.178056,-3.4073155,-5.4755383,-3.4216483,-0.7485734,-1.5856321,-1.0119026,-0.49591905,-3.0206876,6.046798,7.9781804,6.9751596,7.878514,8.936012
1705,15,15,0.3410783,1.2339728,-5.2982736,-5.1505256,-6.2400303,-3.4610763,-5.530733,-3.5344021,-0.76755524,-1.5012512,-0.7065159,-0.27738702,-3.0562959,6.1029024,8.094776,7.0730443,7.823784,9.083314
1706,15,15,0.054008514,1.4075723,-5.294121,-5.0738115,-6.200634,-3.5523498,-5.491646,-3.4808197,-0.07494348,-1.5822837,-0.65010464,-0.32284233,-3.6698954,5.886001,7.8289123,8.430527,7.797469,8.59629
1707,15,15,0.042863756,1.4368653,-5.2610884,-5.9163294,-6.398309,-3.5730593,-5.5787787,-3.667542,0.057980537,-1.4412861,-0.08634812,0.04859793,-3.855313,5.8669443,8.331922,8.355112,7.839366,8.506817
1712,15,15,0.2508948,1.2717779,-5.1738124,-8.900247,-7.0669565,-4.743499,-5.622656,-3.4303358,-0.053939015,-0.6505561,2.0968823,2.6284747,-2.6885872,7.8374834,7.2237096,6.5563717,5.647781,8.522991
1713,15,15,0.3274274,1.0410991,-5.1740427,-9.061215,-6.9882116,-4.9421315,-5.5495176,-3.3594432,-0.46192652,-0.5108889,2.1462739,3.086389,-2.1260397,8.073809,6.5355577,6.3180084,4.864666,8.856253
1723,15,15,0.39679644,1.2090368,-5.279831,-4.634536,-6.0870004,-3.0406704,-5.465627,-3.5706196,0.24220335,-1.6060989,-0.6124282,-1.0747092,-4.1411314,4.8759503,7.711207,7.8557653,7.886348,9.150131
1724,15,15,0.11988501,1.3949325,-5.2932787,-3.5422003,-5.708993,-2.8033364,-5.3956146,-3.326047,0.34603655,-1.902331,-1.1296842,-1.4835632,-4.3629613,4.603985,7.7698236,7.82471,7.944645,8.358442
1725,15,12,0.033718288,1.3369275,-5.300152,-2.307604,-5.2679687,-2.608046,-5.382046,-3.1372142,0.27236018,-2.2677984,-1.7922349,-1.7709565,-4.478433,4.7093062,8.194867,7.5001807,8.098197,6.9724
1726,15,14,0.11311388,1.3214002,-5.3467836,-1.5101497,-5.1235533,-2.8509777,-5.31828,-2.662972,-0.097206175,-2.389193,-2.4632878,-1.7885084,-3.7404747,5.507847,7.7783084,7.0584755,8.086508,6.348997
1727,15,14,0.09748712,1.4630494,-5.372716,-0.23756021,-4.870091,-2.8597567,-5.0591908,-2.2225952,-0.19504178,-2.584887,-3.0963888,-2.322637,-3.5370913,5.772908,7.1087227,6.6391788,7.4134865,6.213908
1728,15,12,0.06449102,1.5959206,-5.3721056,1.6683692,-4.2868857,-2.5298984,-4.6311197,-1.6602966,-0.10168302,-2.9279554,-3.7644062,-3.024,-3.8639636,5.670143,6.3565397,6.0777473,6.0950284,5.715275
1729,15,12,0.060780987,1.6533439,-5.385335,2.986934,-3.9072168,-2.3233576,-4.314123,-1.192436,-0.19882727,-3.1325545,-4.248553,-3.4619656,-3.853846,5.5833282,5.8380303,5.3451567,5.3592634,5.379252
1730,15,11,0.11971539,1.6741712,-5.4166536,4.895334,-3.4612622,-2.3530269,-3.8648562,-0.2484889,-0.4022466,-3.4996796,-4.9418054,-3.9545202,-3.529646,5.649187,4.655517,4.7556925,3.8017466,5.1951127
1731,15,1,0.10790953,1.3772388,-5.4295907,6.1496396,-3.1892364,-2.3789117,-3.6162193,0.21462953,-0.61593455,-3.7038872,-5.454604,-4.186325,-3.215478,5.8682566,4.2961054,4.103353,3.3388464,4.364146
1732,15,11,0.25874954,1.5319366,-5.4409475,4.3973546,-3.763218,-2.4761019,-3.8332841,-0.3495283,-0.69484496,-3.2069654,-5.083379,-3.586371,-2.8488145,6.0977516,5.2252574,4.2293243,5.073461,4.075787
1733,15,11,0.29643852,1.4928391,-5.4511204,2.6701393,-4.332916,-2.9163148,-4.0155787,-0.9902855,-0.90471256,-2.7916005,-4.4916162,-2.9834585,-2.5313697,6.5349364,5.4450164,5.241796,5.386964,5.2924128
1734,15,11,0.32165617,1.5044553,-5.447092,3.6597018,-4.037835,-2.704184,-3.840093,-0.6678368,-0.8519205,-2.9927812,-4.761839,-3.3838222,-2.7453742,6.312648,5.110977,4.8316364,4.7613654,5.15893
1735,15,11,0.24134883,1.5178282,-5.4523635,3.3070626,-4.161197,-2.674147,-3.8780615,-0.72771597,-0.8231809,-2.9084969,-4.731639,-3.231139,-2.6819222,6.26382,5.4295106,4.69915,5.398371,4.7764263
1736,15,11,0.1607419,1.5479262,-5.45639,0.7702167,-4.88245,-3.2266536,-4.2284145,-1.5860562,-1.1132472,-2.3521543,-3.853141,-2.1299334,-2.2500775,6.761239,5.885016,5.862712,6.1605415,5.925958
1737,15,15,0.37775153,1.3571992,-5.3978844,-2.1911328,-5.616373,-3.5164092,-4.7614303,-2.6767435,-1.1841238,-1.7543724,-2.4701746,-1.043214,-2.2782211,6.6949387,6.205401,6.5948777,6.670111,8.010979
1738,15,15,0.42670363,1.2459538,-5.3648167,-4.089404,-6.028858,-3.5491526,-5.0366006,-3.0658498,-1.2584066,-1.3953731,-1.486256,-0.036676645,-2.3127813,6.4288588,6.826641,6.6793194,7.211938,8.539824
1739,15,15,0.41701257,1.2540234,-5.3466573,-4.3659534,-6.131385,-3.5604265,-5.1789246,-3.2322838,-1.15381,-1.4497085,-1.3103337,-0.099048674,-2.5310798,6.451254,7.244358,6.876121,7.4223638,8.734793
1748,15,15,0.4029593,0.985448,-5.1051826,-10.199328,-7.14661,-4.466463,-5.4322395,-3.7318397,0.06269868,-0.121613294,3.7775142,3.041676,-2.6479297,7.6591306,6.915777,4.1929245,4.252662,8.665443
1749,15,15,0.38966894,1.0437276,-5.1027026,-10.091713,-7.1404,-4.408108,-5.4806433,-3.768122,0.12419209,-0.20667696,3.6515195,2.85175,-2.8330648,7.6040106,7.220621,4.436383,4.511006,8.628732
1750,15,15,0.36552387,1.0959713,-5.097848,-9.981085,-7.20202,-4.2630463,-5.543032,-3.903385,0.29925066,-0.29284674,3.5501924,2.5463998,-3.1984267,7.36398,7.639078,4.794034,5.00955,8.624368
1751,15,15,0.23326552,1.2246068,-5.1048975,-9.960209,-7.2794194,-4.2536783,-5.6813145,-3.834632,0.68323505,-0.28640562,3.6612363,2.5100608,-3.3513892,7.2403083,7.6355553,4.7515154,5.581686,8.265407
1752,15,15,0.2551148,1.2347023,-5.1093335,-9.920795,-7.2445745,-4.1739945,-5.770017,-3.7417789,0.9029964,-0.25636753,3.7372603,2.2532034,-3.424111,6.978139,7.542909,4.571109,5.993038,8.22594
1753,15,15,0.026822895,1.2735075,-5.125092,-9.646828,-7.140097,-3.9334862,-5.847727,-3.7770658,1.1131167,-0.32956114,3.5096338,1.7016577,-3.8171885,6.4096675,8.021624,4.811888,6.8195715,8.089663
1754,15,15,0.37411332,1.0747597,-5.0979776,-9.721709,-7.2542267,-4.178837,-5.738431,-3.879815,0.5512713,-0.42380786,3.3306694,2.1359222,-3.4212098,7.059331,7.806231,5.083569,5.6932073,8.761619
1755,15,15,0.20949283,1.185696,-5.108527,-9.806323,-7.082288,-4.3309517,-5.6449413,-3.7490077,0.30510604,-0.46049818,3.402615,2.5109787,-3.1907268,7.325037,7.836717,4.915438,5.2177367,8.383179
